,Event.Id,Investigation.Type,Accident.Number,Event.Date,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,year,month,day,Make/Model,model_new,City,State
17335,20001213X30733,Accident,LAX87LA197,1987-04-22,United States,L16,MEADOWLARK,Non-Fatal,Substantial,Airplane,N54978,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,4,22,cessna 172p,172,HUNTINGTONBEACH, CA
17341,20001213X30786,Accident,MKC87LA089,1987-04-23,United States,4IA5,ROSE FIELD,Non-Fatal,Substantial,Airplane,N3777S,cessna,172e,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1987,4,23,cessna 172e,172,MOORHEAD, IA
17343,20001213X30758,Accident,MIA87LA144,1987-04-23,United States,X06,ARCABIA MINICIPAL,Non-Fatal,Substantial,Airplane,N49832,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,4,23,cessna 152,152,ARCADOA, FL
17344,20001213X30689,Accident,FTW87LA109,1987-04-23,United States,STA4,WESTHEIMORE AIRPORT,Non-Fatal,Substantial,Airplane,N1107F,cessna,172g,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,4,23,cessna 172g,172,HOUSTON, TX
17346,20001213X30831,Accident,SEA87LA085,1987-04-24,United States,,,Non-Fatal,Destroyed,Airplane,N1935F,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Cruise,Probable Cause,1987,4,24,cessna 172n,172,RITTER BUTTE, OR
17353,20001213X30622,Accident,CHI87LA117,1987-04-24,United States,3I3,SKY KING,Non-Fatal,Substantial,Airplane,N51881,cessna,172p,No,1.0,Reciprocating,Instructional,0.0,1.0,1.0,1.0,VMC,Takeoff,Probable Cause,1987,4,24,cessna 172p,172,TERRE HAUTE, IN
17354,20001213X30621,Accident,CHI87LA116,1987-04-24,United States,SUW,RICHARD I. BONG,Non-Fatal,Substantial,Airplane,N5093V,cessna,172xp,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1987,4,24,cessna 172xp,172,SUPERIOR, WI
17357,20001213X30771,Accident,MKC87FA092,1987-04-25,United States,,,Fatal(2),Destroyed,Airplane,N1145Q,piper,pa28181,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1987,4,25,piper pa28181,pa-28,VALLEY, NE
17360,20001213X30814,Accident,NYC87LA133,1987-04-25,United States,AGL,ALLEGHENY CO.,Non-Fatal,Substantial,Airplane,N7726W,piper,pa28180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1987,4,25,piper pa28180,pa-28,W.MIFFLIN, PA
17364,20001213X30760,Accident,MIA87LA146,1987-04-25,United States,DAB,DAYTONA BEACH REGIONAL,Non-Fatal,Substantial,Airplane,N129ER,cessna,172p,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,4,25,cessna 172p,172,DAYTONA BEACH, FL
17368,20001213X30685,Accident,FTW87LA103,1987-04-25,United States,2K1,POND CREEK,Non-Fatal,Substantial,Airplane,N2114E,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,1987,4,25,cessna 172n,172,POND CREEK, OK
17373,20001213X30762,Accident,MIA87LA148,1987-04-26,United States,SPG,ALBERT WHITTED MUNICIPAL,Non-Fatal,Substantial,Airplane,N217JA,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,1987,4,26,cessna 172,172,ST.PETERSBURG, FL
17375,20001213X30687,Accident,FTW87LA106,1987-04-26,United States,,MEACHUM FIELD,Non-Fatal,Substantial,Airplane,N5100Q,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,4,26,cessna 152,152,FORT WORTH, TX
17381,20001213X30832,Accident,SEA87LA086,1987-04-27,United States,RTN,RENTON MUNICIPAL,Non-Fatal,Substantial,Airplane,N6312P,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,4,27,cessna 152,152,RENTON, WA
17387,20001213X30597,Accident,ATL87LA127,1987-04-27,United States,,,Non-Fatal,Substantial,Airplane,N4678G,cessna,172n,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,4,27,cessna 172n,172,UNION GROVE, NC
17397,20001213X30605,Accident,BFO87LA033,1987-04-28,United States,ROA,ROANOKE REGIONAL,Non-Fatal,Substantial,Airplane,N3043S,cessna,150g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1987,4,28,cessna 150g,150,ROANOKE, VA
17402,20001213X30772,Accident,MKC87FA094,1987-04-29,United States,NONE,,Fatal(2),Destroyed,Airplane,N44213,piper,pa28140,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,1987,4,29,piper pa28140,pa-28,NEELYVILLE, MO
17405,20001213X30577,Accident,ATL87FA130B,1987-04-29,United States,,MCCOLLUM FIELD,Fatal(2),Destroyed,Airplane,N52995,cessna,172p,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,1987,4,29,cessna 172p,172,KENNESAW, GA
17409,20001213X30706,Accident,LAX87FA196,1987-04-29,United States,,,Fatal(1),Substantial,Airplane,N8444A,piper,pa28181,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Descent,Probable Cause,1987,4,29,piper pa28181,pa-28,NEWHALL, CA
17413,20001213X30793,Accident,MKC87LA098,1987-04-30,United States,,,Non-Fatal,Substantial,Airplane,N8800U,cessna,172f,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1987,4,30,cessna 172f,172,BLYTHVILLE, AR
17430,20001213X30979,Accident,MIA87FA153A,1987-05-02,United States,LNA,PALM BEACH COUNTY PARK,Non-Fatal,Minor,Airplane,N152LG,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,1987,5,2,cessna 152,152,LANTANA, FL
17434,20001213X30979,Accident,MIA87FA153B,1987-05-02,United States,LNA,PALM BEACH COUNTY PARK,Non-Fatal,Substantial,Airplane,N67843,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,1987,5,2,cessna 152,152,LANTANA, FL
17441,20001213X30940,Accident,FTW87LA115,1987-05-03,United States,AMA,AMARILLO INTER'L,Non-Fatal,Substantial,Airplane,N7259A,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IMC,Taxi,Probable Cause,1987,5,3,cessna 172,172,AMARILLO, TX
17443,20001213X30890,Accident,CHI87LA120,1987-05-03,United States,,,Non-Fatal,Substantial,Airplane,N60023,cessna,150j,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1987,5,3,cessna 150j,150,DETROIT, MI
17448,20001213X30886,Accident,CHI87FA124,1987-05-05,United States,,,Fatal(1),Destroyed,Airplane,N25991,cessna,152,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,1987,5,5,cessna 152,152,INA, IL
17449,20001213X31022,Accident,NYC87LA141,1987-05-05,United States,58N,REIGLE FIELD,Non-Fatal,Substantial,Airplane,N78506,cessna,172k,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,5,5,cessna 172k,172,PALMYRA, PA
17451,20001213X30892,Accident,CHI87LA122,1987-05-05,United States,,,Non-Fatal,Substantial,Airplane,N49752,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1987,5,5,cessna 152,152,FOOTVILLE, WI
17453,20001213X30893,Accident,CHI87LA123,1987-05-06,United States,OOC,WESLER FIELD,Non-Fatal,Destroyed,Airplane,N761ED,cessna,a152,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,Probable Cause,1987,5,6,cessna a152,152,GOBLES, MI
17454,20001213X30874,Accident,BFO87DIG03,1987-05-06,United States,FDK,FREDERICK MUNICIPAL,Non-Fatal,Destroyed,Airplane,N8149P,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,Probable Cause,1987,5,6,piper pa28161,pa-28,FREDERICK, MD
17484,20001213X30895,Accident,CHI87LA126,1987-05-09,United States,,,Non-Fatal,Substantial,Airplane,N3039J,cessna,150e,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1987,5,9,cessna 150e,150,ST. JOHNS, MI
17488,20001213X31010,Accident,MKC87LA111,1987-05-10,United States,,PRIVATE,Non-Fatal,Substantial,Airplane,N6561S,cessna,150h,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,1987,5,10,cessna 150h,150,MIAMI, MO
17490,20001213X30941,Accident,FTW87LA117,1987-05-10,United States,OKM,OKMULGEE MUN.,Non-Fatal,Substantial,Airplane,N4922P,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,5,10,cessna 152,152,OKMULGEE, OK
17492,20001213X31025,Accident,NYC87LA145,1987-05-11,United States,,,Non-Fatal,Substantial,Airplane,N50682,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1987,5,11,cessna 150,150,STANFORD, NY
17497,20001213X30915,Accident,DEN87LA123,1987-05-12,United States,AKO,AKRON-WASHINGTON,Non-Fatal,Substantial,Airplane,N8649G,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,5,12,cessna 150,150,AKRON, CO
17502,20001213X30896,Accident,CHI87LA127,1987-05-13,United States,UES,WAUKESHA COUNTY,Non-Fatal,Substantial,Airplane,N5286P,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,5,13,cessna 152,152,WAUKESHA, WI
17508,20001213X31026,Accident,NYC87LA147,1987-05-14,United States,1B2,KATAMA,Non-Fatal,Substantial,Airplane,N24806,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1987,5,14,cessna 152,152,EDGARTOWN, MA
17509,20001213X30966,Accident,LAX87LA205,1987-05-14,United States,Z02,FORD ISLAND,Non-Fatal,Substantial,Airplane,N704QH,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,1987,5,14,cessna 150m,150,HONOLULU, HI
17513,20001213X30897,Accident,CHI87LA128,1987-05-15,United States,MIC,CRYSTAL,Non-Fatal,Substantial,Airplane,N92140,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,5,15,cessna 152,152,MINNEAPOLIS, MN
17515,20001213X30898,Accident,CHI87LA130,1987-05-16,United States,3HA,LANSING MUNICIPAL,Non-Fatal,Destroyed,Airplane,N97193,cessna,172p,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,3.0,VMC,Go-around,Probable Cause,1987,5,16,cessna 172p,172,LANSING, IL
17516,20001213X30887,Accident,CHI87FA129,1987-05-16,United States,,,Fatal(2),Destroyed,Airplane,N8331M,cessna,a150k,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1987,5,16,cessna a150k,150,SCOTTS, MI
17518,20001213X30859,Accident,ATL87LA138,1987-05-16,United States,,,Non-Fatal,Destroyed,Airplane,N739QF,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,VMC,Maneuvering,Probable Cause,1987,5,16,cessna 172n,172,WALHALLA, SC
17519,20001213X31037,Accident,NYC87LA159,1987-05-16,United States,N44,R. J. MILLER,Non-Fatal,Substantial,Airplane,N9443W,piper,pa28235,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1987,5,16,piper pa28235,pa-28,TOMS RIVER, NJ
17520,20001213X31028,Accident,NYC87LA149,1987-05-16,United States,AIY,BADER FIELD,Non-Fatal,Substantial,Airplane,N734EM,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1987,5,16,cessna 172,172,ATLANTIC CITY, NJ
17523,20001213X30943,Accident,FTW87LA120,1987-05-16,United States,,,Non-Fatal,Substantial,Airplane,N48735,cessna,152,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Takeoff,Probable Cause,1987,5,16,cessna 152,152,SARGENT, TX
17525,20001213X30862,Accident,ATL87LA141,1987-05-16,United States,,,Non-Fatal,Substantial,Airplane,N704EA,cessna,150,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,IMC,Landing,Probable Cause,1987,5,16,cessna 150,150,CHINA GROVE, NC
17527,20001213X30837,Accident,ANC87FA070,1987-05-16,United States,Z15,BIRCHWOOD,Non-Fatal,Substantial,Airplane,N66286,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,5,16,cessna 150,150,BIRCHWOOD, AK
17529,20001213X30899,Accident,CHI87LA131,1987-05-17,United States,VIQ,NEILLSVILLE MUNI,Non-Fatal,Destroyed,Airplane,N50499,cessna,150j,No,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,1987,5,17,cessna 150j,150,NEILLSVILLE, WI
17530,20001213X30875,Accident,BFO87FA037,1987-05-17,United States,,,Fatal(1),Destroyed,Airplane,N714FZ,cessna,150m,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1987,5,17,cessna 150m,150,ELKTON, MD
17533,20001213X31031,Accident,NYC87LA152,1987-05-17,United States,RDG,READING,Non-Fatal,Substantial,Airplane,N4387X,piper,pa28,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,1987,5,17,piper pa28,pa-28,READING, PA
17535,20001213X31029,Accident,NYC87LA150,1987-05-17,United States,,,Non-Fatal,Substantial,Airplane,N30694,piper,pa28r201,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1987,5,17,piper pa28r201,pa-28,FALMOUTH, MA
17539,20001213X30968,Accident,LAX87LA208,1987-05-17,United States,,TURLOCK AIRPORT,Non-Fatal,Substantial,Airplane,N38458,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,1.0,VMC,Cruise,Probable Cause,1987,5,17,piper pa28161,pa-28,TURLOCK, CA
17542,20001213X30969,Accident,LAX87LA209,1987-05-18,United States,APV,APPLE VALLEY,Non-Fatal,Destroyed,Airplane,N9220U,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,1987,5,18,cessna 150m,150,APPLE VALLEY, CA
17545,20001213X31011,Accident,MKC87LA112,1987-05-18,United States,,,Non-Fatal,Substantial,Airplane,N3767J,cessna,150g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1987,5,18,cessna 150g,150,FOREST CITY, IA
17546,20001213X30884,Accident,CHI87DET04,1987-05-18,United States,I76,PERU MUNIC.,Non-Fatal,Substantial,Airplane,N62629,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Landing,Probable Cause,1987,5,18,cessna 172p,172,PERU, IN
17554,20001213X30920,Accident,DEN87LA128,1987-05-20,United States,SKX,TAOS MUNICIPAL,Non-Fatal,Substantial,Airplane,N46231,cessna,172i,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1987,5,20,cessna 172i,172,TAOS, NM
17556,20001213X31000,Accident,MKC87FA106,1987-05-21,United States,,,Fatal(3),Destroyed,Airplane,N4982J,piper,pa28r180,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,1987,5,21,piper pa28r180,pa-28,SIOUX CITY, IA
17558,20001213X30944,Accident,FTW87LA121,1987-05-21,United States,LA32,OLLA,Non-Fatal,Destroyed,Airplane,N56QQ,cessna,a150l,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,1987,5,21,cessna a150l,150,OLLA, LA
17562,20001213X30945,Accident,FTW87LA122,1987-05-21,United States,TKI,MCKINNEY,Non-Fatal,Substantial,Airplane,N5215P,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,5,21,cessna 152,152,MCKINNEY, TX
17566,20001213X31008,Accident,MKC87LA109,1987-05-22,United States,,,Non-Fatal,Substantial,Airplane,N6136Q,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1987,5,22,cessna 152,152,ST. LOUIS, MO
17572,20001213X30864,Accident,ATL87LA145,1987-05-22,United States,71J,BLACKWELL,Non-Fatal,Substantial,Airplane,N6363R,cessna,172rg,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Approach,Probable Cause,1987,5,22,cessna 172rg,172,OZARK, AL
17582,20001213X30923,Accident,DEN87LA132,1987-05-23,United States,BJC,JEFFCO,Non-Fatal,Substantial,Airplane,N89834,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,1987,5,23,cessna 152,152,BROOMFIELD, CO
17585,20001213X31039,Accident,SEA87FA100A,1987-05-24,United States,,,Fatal(3),Destroyed,Airplane,N5711A,cessna,172,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,1987,5,24,cessna 172,172,RITZVILLE, WA
17588,20001213X31039,Accident,SEA87FA100B,1987-05-24,United States,,,Fatal(3),Substantial,Airplane,N44726,piper,pa28180,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,1987,5,24,piper pa28180,pa-28,RITZVILLE, WA
17590,20001213X31033,Accident,NYC87LA154,1987-05-24,United States,HVN,NEW HAVEN,Non-Fatal,Substantial,Airplane,N65482,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,1987,5,24,cessna 172,172,NEW HAVEN, CT
17591,20001213X30952,Accident,FTW87LA132,1987-05-24,United States,2R8,MUSTANG BEACH,Non-Fatal,Substantial,Airplane,N6426W,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1987,5,24,piper pa28140,pa-28,PORT ARANSAS, TX
17594,20001213X30909,Accident,DEN87FA134,1987-05-25,United States,OGD,OGDEN MUNICIPAL,Non-Fatal,Destroyed,Airplane,N2888B,piper,pa28rt201t,No,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,Cruise,Probable Cause,1987,5,25,piper pa28rt201t,pa-28,OGDEN, UT
17595,20001213X31007,Accident,MKC87LA108,1987-05-25,United States,HRO,BOONE COUNTY,Non-Fatal,Substantial,Airplane,N1418Q,cessna,150l,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1987,5,25,cessna 150l,150,HARRISON, AR
17596,20001213X30990,Accident,MIA87LA163,1987-05-25,United States,FD54,DUDA CLAY ISLAND,Non-Fatal,Substantial,Airplane,N6406J,piper,pa28180d,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,5,25,piper pa28180d,pa-28,ASTATULA, FL
17597,20001213X30972,Accident,LAX87LA215,1987-05-25,United States,UDD,BERMUDA DUNES,Non-Fatal,Substantial,Airplane,N8978S,cessna,150f,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1987,5,25,cessna 150f,150,BERMUDA DUNES, CA
17600,20001213X30867,Accident,ATL87LA150,1987-05-25,United States,MXF,MAXWELL AFB,Non-Fatal,Substantial,Airplane,N6857J,piper,pa28200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,1987,5,25,piper pa28200,pa-28,MAXWELL AFB, AL
17601,20001213X30866,Accident,ATL87LA149,1987-05-25,United States,9A0,LUMPKIN COUNTY WIMPYS,Non-Fatal,Substantial,Airplane,N704YK,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1987,5,25,cessna 150m,150,DAHLONEGA, GA
17606,20001213X30925,Accident,DEN87LA135,1987-05-26,United States,OGD,OGDEN MUNICIPAL,Non-Fatal,Substantial,Airplane,N48590,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,1987,5,26,cessna 152,152,OGDEN, UT
17610,20001213X30973,Accident,LAX87LA218,1987-05-27,United States,RHV,REID-HILLVIEW,Non-Fatal,Substantial,Airplane,N6669G,cessna,150l,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,1987,5,27,cessna 150l,150,SAN JOSE, CA
17613,20001213X30869,Accident,ATL87LA152,1987-05-27,United States,37W,HARNETT COUNTY,Non-Fatal,Substantial,Airplane,N1696T,piper,pa28140,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1987,5,27,piper pa28140,pa-28,ERWIN, NC
17621,20001213X30870,Accident,ATL87LA153,1987-05-29,United States,,TRENTON,Non-Fatal,Destroyed,Airplane,N68163,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,1987,5,29,cessna 152,152,TRENTON, KY
17623,20001213X31054,Accident,SEA87LA104,1987-05-29,United States,,,Non-Fatal,Substantial,Airplane,N4173F,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,1987,5,29,cessna 172,172,PROSPECT, OR
17635,20001213X30881,Accident,BFO87LA040,1987-05-30,United States,W07,SHANNON,Non-Fatal,Substantial,Airplane,N25448,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1987,5,30,cessna 152,152,FREDERICKSBURG, VA
17646,20001213X30994,Accident,MIA87LA168,1987-05-31,United States,X25,CHALET SUZANNE AIR STRIP,Non-Fatal,Substantial,Airplane,N63597,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,VMC,Takeoff,Probable Cause,1987,5,31,cessna 172p,172,LAKE WALES, FL
17648,20001213X30885,Accident,CHI87DEX06,1987-05-31,United States,,,Non-Fatal,Substantial,Airplane,N5514T,cessna,172e,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Cruise,Probable Cause,1987,5,31,cessna 172e,172,HUNTINGBURG, IN
17653,20001213X31088,Accident,ATL87LA155,1987-06-01,United States,79J,ANDALUSIAOPP,Non-Fatal,Substantial,Airplane,N22553,cessna,150h,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1987,6,1,cessna 150h,150,ANDALUSIA, AL
17654,20001213X31222,Accident,LAX87LA223,1987-06-02,United States,OXR,OXNARD,Non-Fatal,Destroyed,Airplane,N7320A,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,IMC,Takeoff,Probable Cause,1987,6,2,cessna 152,152,OXNARD, CA
17659,20001213X31149,Accident,CHI87LA145,1987-06-02,United States,MZZ,MARION,Non-Fatal,Substantial,Airplane,N2180R,piper,pa28180,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1987,6,2,piper pa28180,pa-28,MARION, IN
17682,20001213X31337,Accident,SEA87LA113,1987-06-05,United States,S43,HARVEY,Non-Fatal,Substantial,Airplane,N65994,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1987,6,5,cessna 172p,172,SNOHOMISH, WA
17686,20001213X31092,Accident,ATL87LA159,1987-06-05,United States,GSP,GREENVILLE SPARTANBURG,Non-Fatal,Substantial,Airplane,N2846N,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Descent,Probable Cause,1987,6,5,piper pa28181,pa-28,GREER, SC
17698,20001213X31224,Accident,LAX87LA227,1987-06-06,United States,,,Non-Fatal,Substantial,Airplane,N10566,cessna,150l,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1987,6,6,cessna 150l,150,HUELO, HI
17699,20001213X31199,Accident,FTW87LA140,1987-06-06,United States,CLL,EASTERWOOD,Non-Fatal,Substantial,Airplane,N8612J,cessna,150g,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,1987,6,6,cessna 150g,150,COLLEGE STATION, TX
17702,20001213X31143,Accident,CHI87LA107,1987-06-06,United States,MZZ,MARION MUNICIPAL,Non-Fatal,Substantial,Airplane,N5240E,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,6,6,cessna 172n,172,MARION, IN
17709,20001213X31335,Accident,SEA87LA110,1987-06-07,United States,3S2,AURORA STATE,Non-Fatal,Substantial,Airplane,N9232K,piper,pa28151,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause,1987,6,7,piper pa28151,pa-28,AURORA, OR
17710,20001213X31306,Accident,NYC87LA165,1987-06-07,United States,29D,GROVE CITY,Non-Fatal,Substantial,Airplane,N7678F,piper,pa28151,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1987,6,7,piper pa28151,pa-28,GROVE CITY, PA
17713,20001213X31263,Accident,MIA87LA174,1987-06-07,United States,TLH,TALLAHASSEE MUNICIPAL,Non-Fatal,Substantial,Airplane,N109ER,cessna,172p,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,1987,6,7,cessna 172p,172,TALLAHASSEE, FL
17715,20001213X31197,Accident,FTW87LA136,1987-06-07,United States,,,Non-Fatal,Substantial,Airplane,N49384,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Cruise,Probable Cause,1987,6,7,cessna 152,152,BROWNWOOD, TX
17718,20001213X31117,Accident,BFO87DIG05,1987-06-07,United States,BWI,BALTIMORE-WASHINGTON INTL,Non-Fatal,Substantial,Airplane,N48935,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1987,6,7,cessna 152,152,BALTIMORE, MD
